11.0812 -2.846 10000
11.080783067171271 -2.825585324010745 1 0
11.080770141639151 -2.8252714307623576 1 0
11.08075701888465 -2.8249575456972806 1 0
11.08074369891295 -2.824643668939432 1 0
11.08073018172931 -2.8243298006127238 1 0
11.080716467339062 -2.8240159408410674 1 0
11.080702555747626 -2.82370208974837 1 0
11.080688446960492 -2.8233882474585337 1 0
11.080674140983229 -2.82307441409546 1 0
11.080659637821485 -2.8227605897830435 1 0
11.080644937480987 -2.822446774645179 1 0
11.080630039967534 -2.822132968805754 1 0
11.080614945287014 -2.821819172388656 1 0
11.080599653445383 -2.821505385517765 1 0
11.080584164448675 -2.82119160831696 1 0
11.08056847830301 -2.820877840910115 1 0
11.080552595014577 -2.820564083421101 1 0
11.080536514589648 -2.820250335973784 1 0
11.080520237034571 -2.8199365986920264 1 0
11.080503762355772 -2.819622871699687 1 0
11.080487090559755 -2.81930915512062 1 0
11.080470221653103 -2.8189954490786757 1 0
11.080453155642473 -2.8186817536977005 1 0
11.080435892534604 -2.8183680691015365 1 0
11.080418432336312 -2.818054395414021 1 0
11.080400775054489 -2.817740732758988 1 0
11.080382920696104 -2.8174270812602655 1 0
11.080364869268209 -2.8171134410416796 1 0
11.080346620777929 -2.8167998122270492 1 0
11.080328175232466 -2.8164861949401905 1 0
11.080309532639106 -2.8161725893049145 1 0
11.080290693005207 -2.815858995445028 1 0
11.080271656338207 -2.815545413484333 1 0
11.08025242264562 -2.8152318435466266 1 0
11.08023299193504 -2.8149182857557005 1 0
11.080213364214137 -2.8146047402353433 1 0
11.080193539490661 -2.8142912071093376 1 0
11.080173517772439 -2.813977686501461 1 0
11.080153299067373 -2.8136641785354866 1 0
11.080132883383447 -2.813350683335182 1 0
11.080112270728721 -2.813037201024311 1 0
11.080091461111332 -2.812723731726631 1 0
11.080070454539495 -2.812410275565895 1 0
11.080049251021501 -2.8120968326658495 1 0
11.080027850565726 -2.8117834031502382 1 0
11.080006253180613 -2.811469987142797 1 0
11.079984458874693 -2.8111565847672586 1 0
11.079962467656566 -2.8108431961473483 1 0
11.079940279534917 -2.8105298214067873 1 0
11.079917894518502 -2.810216460669291 1 0
11.079895312616163 -2.80990311405857 1 0
11.079872533836811 -2.8095897816983273 1 0
11.07984955818944 -2.809276463712262 1 0
11.079826385683122 -2.8089631602240677 1 0
11.079803016327002 -2.808649871357431 1 0
11.079779450130308 -2.8083365972360337 1 0
11.079755687102343 -2.8080233379835513 1 0
11.079731727252488 -2.8077100937236534 1 0
11.079707570590204 -2.8073968645800043 1 0
11.079683217125023 -2.8070836506762618 1 0
11.079658666866564 -2.8067704521360777 1 0
11.079633919824518 -2.8064572690830976 1 0
11.079608976008654 -2.8061441016409616 1 0
11.079583835428819 -2.805830949933303 1 0
11.079558498094938 -2.8055178140837493 1 0
11.079532964017016 -2.8052046942159214 1 0
11.079507233205131 -2.804891590453434 1 0
11.079481305669441 -2.8045785029198957 1 0
11.079455181420185 -2.8042654317389086 1 0
11.079428860467672 -2.803952377034068 1 0
11.079402342822297 -2.8036393389289636 1 0
11.079375628494526 -2.8033263175471768 1 0
11.079348717494907 -2.803013313012284 1 0
11.079321609834064 -2.802700325447854 1 0
11.079294305522698 -2.8023873549774505 1 0
11.079266804571587 -2.8020744017246284 1 0
11.07923910699159 -2.801761465812937 1 0
11.079211212793641 -2.801448547365918 1 0
11.079183121988754 -2.801135646507107 1 0
11.079154834588016 -2.800822763360032 1 0
11.079126350602593 -2.8005098980482153 1 0
11.079097670043735 -2.8001970506951697 1 0
11.079068792922762 -2.7998842214244033 1 0
11.079039719251073 -2.799571410359416 1 0
11.079010449040148 -2.7992586176237007 1 0
11.078980982301541 -2.798945843340743 1 0
11.078951319046885 -2.798633087634021 1 0
11.078921459287892 -2.7983203506270056 1 0
11.07889140303635 -2.798007632443161 1 0
11.078861150304123 -2.797694933205943 1 0
11.078830701103154 -2.7973822530388004 1 0
11.078800055445468 -2.7970695920651742 1 0
11.07876921334316 -2.7967569504084984 1 0
11.078738174808404 -2.7964443281921985 1 0
11.078706939853458 -2.796131725539693 1 0
11.078675508490651 -2.7958191425743926 1 0
11.078643880732391 -2.7955065794197 1 0
11.078612056591165 -2.79519403619901 1 0
11.078580036079538 -2.79488151303571 1 0
11.078547819210149 -2.7945690100531793 1 0
11.078515405995716 -2.794256527374789 1 0
11.07848279644904 -2.793944065123902 1 0
11.078449990582989 -2.7936316234238734 1 0
11.078416988410517 -2.793319202398051 1 0
11.07838378994465 -2.793006802169773 1 0
11.0783503951985 -2.79269442286237 1 0
11.078316804185247 -2.792382064599165 1 0
11.078283016918151 -2.792069727503472 1 0
11.078249033410554 -2.7917574116985957 1 0
11.078214853675869 -2.791445117307835 1 0
11.07818047772759 -2.7911328444544776 1 0
11.07814590557929 -2.790820593261804 1 0
11.078111137244617 -2.7905083638530868 1 0
11.078076172737298 -2.7901961563515885 1 0
11.078041012071132 -2.789883970880564 1 0
11.078005655260005 -2.7895718075632594 1 0
11.077970102317872 -2.789259666522911 1 0
11.07793435325877 -2.788947547882748 1 0
11.077898408096814 -2.7886354517659893 1 0
11.077862266846191 -2.788323378295846 1 0
11.07782592952117 -2.7880113275955196 1 0
11.0777893961361 -2.787699299788202 1 0
11.077752666705397 -2.7873872949970786 1 0
11.077715741243567 -2.7870753133453223 1 0
11.077678619765186 -2.786763354956099 1 0
11.077641302284908 -2.786451419952565 1 0
11.077603788817466 -2.7861395084578677 1 0
11.07756607937767 -2.7858276205951444 1 0
11.077528173980406 -2.7855157564875235 1 0
11.07749007264064 -2.7852039162581237 1 0
11.077451775373413 -2.7848921000300555 1 0
11.077413282193843 -2.784580307926418 1 0
11.07737459311713 -2.7842685400703022 1 0
11.077335708158543 -2.7839567965847896 1 0
11.077296627333437 -2.7836450775929507 1 0
11.07725735065724 -2.783333383217848 1 0
11.077217878145456 -2.783021713582533 1 0
11.077178209813669 -2.782710068810048 1 0
11.07713834567754 -2.7823984490234257 1 0
11.077098285752806 -2.7820868543456885 1 0
11.077058030055282 -2.7817752848998487 1 0
11.077017578600861 -2.7814637408089093 1 0
11.076976931405513 -2.781152222195863 1 0
11.076936088485283 -2.780840729183693 1 0
11.076895049856295 -2.7805292618953708 1 0
11.076853815534754 -2.780217820453859 1 0
11.076812385536936 -2.7799064049821096 1 0
11.076770759879196 -2.7795950156030655 1 0
11.076728938577968 -2.779283652439657 1 0
11.076686921649765 -2.7789723156148063 1 0
11.07664470911117 -2.778661005251424 1 0
11.076602300978852 -2.7783497214724098 1 0
11.07655969726955 -2.778038464400655 1 0
11.076516898000085 -2.7777272341590376 1 0
11.076473903187352 -2.7774160308704268 1 0
11.076430712848326 -2.777104854657681 1 0
11.076387327000058 -2.7767937056436476 1 0
11.076343745659676 -2.776482583951163 1 0
11.076299968844385 -2.776171489703054 1 0
11.076255996571465 -2.775860423022134 1 0
11.07621182885828 -2.775549384031209 1 0
11.076167465722262 -2.775238372853071 1 0
11.07612290718093 -2.774927389610503 1 0
11.07607815325187 -2.774616434426276 1 0
11.076033203952754 -2.7743055074231497 1 0
11.075988059301327 -2.773994608723874 1 0
11.075942719315409 -2.7736837384511865 1 0
11.075897184012899 -2.7733728967278135 1 0
11.075851453411776 -2.773062083676471 1 0
11.075805527530093 -2.7727512994198626 1 0
11.075759406385982 -2.7724405440806814 1 0
11.075713089997649 -2.7721298177816083 1 0
11.075666578383379 -2.771819120645313 1 0
11.075619871561535 -2.7715084527944547 1 0
11.075572969550556 -2.771197814351679 1 0
11.075525872368958 -2.7708872054396214 1 0
11.075478580035334 -2.770576626180906 1 0
11.075431092568355 -2.7702660766981437 1 0
11.075383409986767 -2.7699555571139354 1 0
11.075335532309396 -2.7696450675508686 1 0
11.075287459555142 -2.76933460813152 1 0
11.075239191742982 -2.7690241789784538 1 0
11.075190728891975 -2.7687137802142225 1 0
11.075142071021252 -2.768403411961367 1 0
11.075093218150021 -2.7680930743424157 1 0
11.07504417029757 -2.7677827674798845 1 0
11.07499492748326 -2.7674724914962785 1 0
11.074945489726534 -2.7671622465140886 1 0
11.074895857046908 -2.766852032655796 1 0
11.074846029463977 -2.7665418500438665 1 0
11.07479600699741 -2.766231698800757 1 0
11.074745789666958 -2.7659215790489093 1 0
11.074695377492443 -2.7656114909107536 1 0
11.07464477049377 -2.7653014345087086 1 0
11.074593968690914 -2.7649914099651793 1 0
11.074542972103934 -2.7646814174025582 1 0
11.074491780752963 -2.764371456943226 1 0
11.074440394658208 -2.7640615287095494 1 0
11.074388813839956 -2.763751632823884 1 0
11.074337038318573 -2.763441769408571 1 0
11.074285068114495 -2.76313193858594 1 0
11.074232903248243 -2.7628221404783075 1 0
11.074180543740408 -2.7625123752079768 1 0
11.074127989611661 -2.762202642897238 1 0
11.074075240882749 -2.761892943668369 1 0
11.0740222975745 -2.7615832776436333 1 0
11.073969159707811 -2.7612736449452826 1 0
11.073915827303663 -2.7609640456955553 1 0
11.073862300383109 -2.7606544800166763 1 0
11.07380857896728 -2.760344948030857 1 0
11.073754663077388 -2.7600354498602955 1 0
11.073700552734714 -2.7597259856271767 1 0
11.073646247960621 -2.7594165554536727 1 0
11.073591748776549 -2.7591071594619416 1 0
11.073537055204012 -2.7587977977741276 1 0
11.073482167264604 -2.7584884705123622 1 0
11.073427084979992 -2.7581791777987625 1 0
11.07337180837192 -2.7578699197554326 1 0
11.073316337462215 -2.757560696504463 1 0
11.073260672272774 -2.757251508167929 1 0
11.073204812825571 -2.756942354867895 1 0
11.07314875914266 -2.7566332367264086 1 0
11.07309251124617 -2.756324153865505 1 0
11.073036069158306 -2.7560151064072054 1 0
11.072979432901352 -2.7557060944735166 1 0
11.072922602497666 -2.7553971181864316 1 0
11.072865577969683 -2.7550881776679295 1 0
11.072808359339918 -2.754779273039975 1 0
11.072750946630956 -2.754470404424519 1 0
11.072693339865467 -2.7541615719434978 1 0
11.07263553906619 -2.7538527757188334 1 0
11.072577544255946 -2.753544015872434 1 0
11.07251935545763 -2.7532352925261927 1 0
11.072460972694211 -2.752926605801989 1 0
11.07240239598874 -2.7526179558216874 1 0
11.072343625364345 -2.7523093427071377 1 0
11.072284660844224 -2.752000766580176 1 0
11.072225502451655 -2.7516922275626228 1 0
11.072166150209995 -2.7513837257762845 1 0
11.072106604142673 -2.751075261342953 1 0
11.0720468642732 -2.750766834384405 1 0
11.071986930625158 -2.7504584450224026 1 0
11.071926803222208 -2.7501500933786933 1 0
11.071866482088087 -2.7498417795750085 1 0
11.071805967246611 -2.749533503733067 1 0
11.071745258721668 -2.74922526597457 1 0
11.071684356537226 -2.7489170664212055 1 0
11.071623260717327 -2.748608905194646 1 0
11.071561971286092 -2.7483007824165475 1 0
11.071500488267716 -2.7479926982085536 1 0
11.071438811686473 -2.74768465269229 1 0
11.07137694156671 -2.7473766459893687 1 0
11.071314877932855 -2.7470686782213853 1 0
11.071252620809407 -2.7467607495099213 1 0
11.071190170220945 -2.7464528599765416 1 0
11.071127526192125 -2.7461450097427966 1 0
11.071064688747676 -2.74583719893022 1 0
11.071001657912404 -2.745529427660331 1 0
11.070938433711197 -2.745221696054633 1 0
11.07087501616901 -2.744914004234613 1 0
11.070811405310884 -2.744606352321744 1 0
11.070747601161928 -2.744298740437481 1 0
11.070683603747332 -2.743991168703264 1 0
11.070619413092361 -2.743683637240519 1 0
11.070555029222357 -2.743376146170653 1 0
11.070490452162737 -2.7430686956150594 1 0
11.070425681938996 -2.742761285695115 1 0
11.070360718576703 -2.7424539165321793 1 0
11.070295562101505 -2.742146588247598 1 0
11.070230212539125 -2.741839300962699 1 0
11.070164669915362 -2.7415320547987942 1 0
11.070098934256091 -2.7412248498771796 1 0
11.070033005587263 -2.7409176863191353 1 0
11.069966883934907 -2.740610564245924 1 0
11.069900569325124 -2.740303483778793 1 0
11.069834061784098 -2.739996445038973 1 0
11.069767361338082 -2.739689448147677 1 0
11.069700468013409 -2.739382493226104 1 0
11.069633381836487 -2.7390755803954336 1 0
11.069566102833802 -2.738768709776831 1 0
11.069498631031912 -2.7384618814914434 1 0
11.069430966457459 -2.738155095660402 1 0
11.06936310913715 -2.737848352404821 1 0
11.069295059097778 -2.7375416518457976 1 0
11.069226816366205 -2.737234994104412 1 0
11.069158380969375 -2.736928379301729 1 0
11.069089752934303 -2.736621807558794 1 0
11.069020932288083 -2.736315278996637 1 0
11.068951919057886 -2.7360087937362714 1 0
11.068882713270956 -2.7357023518986914 1 0
11.068813314954612 -2.7353959536048764 1 0
11.068743724136256 -2.7350895989757875 1 0
11.068673940843357 -2.7347832881323684 1 0
11.068603965103467 -2.7344770211955454 1 0
11.06853379694421 -2.7341707982862284 1 0
11.068463436393289 -2.7338646195253093 1 0
11.06839288347848 -2.733558485033663 1 0
11.068322138227636 -2.7332523949321454 1 0
11.068251200668685 -2.732946349341597 1 0
11.068180070829635 -2.7326403483828394 1 0
11.068108748738565 -2.7323343921766767 1 0
11.068037234423633 -2.7320284808438964 1 0
11.067965527913069 -2.7317226145052667 1 0
11.067893629235185 -2.7314167932815385 1 0
11.067821538418363 -2.7311110172934465 1 0
11.067749255491064 -2.7308052866617047 1 0
11.067676780481825 -2.7304996015070118 1 0
11.067604113419257 -2.730193961950047 1 0
11.06753125433205 -2.729888368111472 1 0
11.067458203248963 -2.72958282011193 1 0
11.067384960198838 -2.7292773180720475 1 0
11.067311525210593 -2.728971862112431 1 0
11.067237898313214 -2.72866645235367 1 0
11.067164079535772 -2.728361088916335 1 0
11.067090068907406 -2.72805577192098 1 0
11.067015866457337 -2.7277505014881376 1 0
11.066941472214857 -2.727445277738325 1 0
11.066866886209338 -2.727140100792039 1 0
11.066792108470223 -2.7268349707697586 1 0
11.066717139027034 -2.7265298877919446 1 0
11.066641977909367 -2.726224851979039 1 0
11.066566625146894 -2.725919863451465 1 0
11.066491080769365 -2.725614922329627 1 0
11.066415344806604 -2.7253100287339116 1 0
11.066339417288509 -2.725005182784685 1 0
11.066263298245055 -2.7247003846022966 1 0
11.066186987706292 -2.7243956343070748 1 0
11.066110485702346 -2.724090932019331 1 0
11.066033792263422 -2.7237862778593565 1 0
11.065956907419793 -2.723481671947424 1 0
11.065879831201816 -2.723177114403787 1 0
11.065802563639917 -2.7228726053486803 1 0
11.0657251047646 -2.722568144902319 1 0
11.065647454606445 -2.722263733184899 1 0
11.065569613196107 -2.721959370316598 1 0
11.065491580564316 -2.7216550564175725 1 0
11.06541335674188 -2.721350791607962 1 0
11.065334941759678 -2.721046576007885 1 0
11.06525633564867 -2.720742409737441 1 0
11.065177538439885 -2.7204382929167092 1 0
11.065098550164434 -2.7201342256657517 1 0
11.065019370853499 -2.719830208104608 1 0
11.064940000538336 -2.7195262403533 1 0
11.064860439250284 -2.71922232253183 1 0
11.06478068702075 -2.718918454760179 1 0
11.064700743881218 -2.718614637158309 1 0
11.064620609863251 -2.7183108698461633 1 0
11.064540284998483 -2.7180071529436636 1 0
11.064459769318624 -2.7177034865707133 1 0
11.064379062855462 -2.7173998708471947 1 0
11.064298165640858 -2.7170963058929702 1 0
11.064217077706749 -2.7167927918278827 1 0
11.064135799085149 -2.716489328771755 1 0
11.06405432980814 -2.716185916844389 1 0
11.06397266990789 -2.715882556165567 1 0
11.063890819416638 -2.7155792468550515 1 0
11.063808778366694 -2.715275989032584 1 0
11.063726546790445 -2.7149727828178856 1 0
11.063644124720359 -2.7146696283306575 1 0
11.063561512188972 -2.71436652569058 1 0
11.0634787092289 -2.714063475017314 1 0
11.063395715872831 -2.713760476430498 1 0
11.06331253215353 -2.7134575300497517 1 0
11.063229158103836 -2.7131546359946737 1 0
11.063145593756666 -2.7128517943848416 1 0
11.063061839145005 -2.7125490053398122 1 0
11.062977894301923 -2.7122462689791225 1 0
11.06289375926056 -2.711943585422287 1 0
11.062809434054126 -2.711640954788801 1 0
11.062724918715917 -2.7113383771981385 1 0
11.062640213279295 -2.711035852769752 1 0
11.0625553177777 -2.7107333816230734 1 0
11.062470232244651 -2.7104309638775135 1 0
11.062384956713736 -2.710128599652462 1 0
11.062299491218619 -2.7098262890672875 1 0
11.062213835793044 -2.7095240322413376 1 0
11.062127990470824 -2.7092218292939383 1 0
11.06204195528585 -2.708919680344395 1 0
11.061955730272084 -2.7086175855119903 1 0
11.061869315463573 -2.7083155449159877 1 0
11.061782710894427 -2.7080135586756273 1 0
11.061695916598838 -2.7077116269101285 1 0
11.06160893261107 -2.7074097497386895 1 0
11.061521758965466 -2.7071079272804863 1 0
11.061434395696436 -2.706806159654674 1 0
11.061346842838473 -2.7065044469803854 1 0
11.06125910042614 -2.706202789376732 1 0
11.061171168494077 -2.7059011869628034 1 0
11.061083047076998 -2.705599639857667 1 0
11.060994736209691 -2.7052981481803697 1 0
11.060906235927023 -2.7049967120499354 1 0
11.060817546263928 -2.704695331585366 1 0
11.060728667255422 -2.7043940069056416 1 0
11.060639598936593 -2.7040927381297206 1 0
11.060550341342603 -2.7037915253765394 1 0
11.060460894508688 -2.703490368765012 1 0
11.060371258470164 -2.7031892684140297 1 0
11.060281433262416 -2.702888224442463 1 0
11.060191418920903 -2.702587236969159 1 0
11.060101215481165 -2.702286306112942 1 0
11.060010822978812 -2.7019854319926155 1 0
11.059920241449529 -2.7016846147269598 1 0
11.059829470929074 -2.7013838544347326 1 0
11.059738511453286 -2.70108315123467 1 0
11.059647363058073 -2.7007825052454835 1 0
11.059556025779417 -2.700481916585864 1 0
11.059464499653377 -2.7001813853744796 1 0
11.059372784716087 -2.6998809117299754 1 0
11.059280881003755 -2.6995804957709724 1 0
11.059188788552662 -2.6992801376160713 1 0
11.059096507399166 -2.698979837383848 1 0
11.059004037579697 -2.6986795951928566 1 0
11.05891137913076 -2.6983794111616284 1 0
11.058818532088937 -2.6980792854086704 1 0
11.058725496490881 -2.697779218052468 1 0
11.058632272373321 -2.6974792092114828 1 0
11.058538859773064 -2.6971792590041535 1 0
11.058445258726982 -2.6968793675488962 1 0
11.05835146927203 -2.696579534964103 1 0
11.058257491445236 -2.696279761368143 1 0
11.058163325283697 -2.695980046879362 1 0
11.058068970824593 -2.6956803916160825 1 0
11.05797442810517 -2.6953807956966043 1 0
11.057879697162756 -2.695081259239202 1 0
11.057784778034744 -2.6947817823621287 1 0
11.05768967075861 -2.694482365183613 1 0
11.0575943753719 -2.69418300782186 1 0
11.057498891912235 -2.6938837103950513 1 0
11.057403220417312 -2.6935844730213443 1 0
11.057307360924899 -2.6932852958188738 1 0
11.05721131347284 -2.6929861789057497 1 0
11.057115078099052 -2.6926871224000593 1 0
11.057018654841528 -2.6923881264198646 1 0
11.056922043738336 -2.692089191083205 1 0
11.056825244827614 -2.6917903165080954 1 0
11.056728258147578 -2.6914915028125264 1 0
11.056631083736516 -2.6911927501144652 1 0
11.056533721632793 -2.6908940585318546 1 0
11.056436171874843 -2.6905954281826134 1 0
11.05633843450118 -2.690296859184636 1 0
11.056240509550387 -2.6899983516557926 1 0
11.056142397061123 -2.6896999057139297 1 0
11.056044097072125 -2.6894015214768685 1 0
11.055945609622196 -2.6891031990624064 1 0
11.055846934750218 -2.6888049385883166 1 0
11.055748072495149 -2.6885067401723477 1 0
11.055649022896015 -2.6882086039322237 1 0
11.05554978599192 -2.6879105299856434 1 0
11.055450361822043 -2.687612518450283 1 0
11.055350750425633 -2.6873145694437914 1 0
11.055250951842018 -2.6870166830837947 1 0
11.055150966110592 -2.6867188594878937 1 0
11.055050793270832 -2.6864210987736645 1 0
11.054950433362283 -2.6861234010586585 1 0
11.054849886424565 -2.6858257664604013 1 0
11.054749152497372 -2.685528195096395 1 0
11.054648231620476 -2.6852306870841165 1 0
11.054547123833714 -2.684933242541016 1 0
11.054445829177006 -2.6846358615845207 1 0
11.054344347690337 -2.684338544332032 1 0
11.054242679413774 -2.6840412909009252 1 0
11.054140824387451 -2.6837441014085526 1 0
11.054038782651583 -2.6834469759722386 1 0
11.05393655424645 -2.683149914709284 1 0
11.053834139212414 -2.682852917736964 1 0
11.053731537589904 -2.6825559851725287 1 0
11.053628749419426 -2.682259117133202 1 0
11.053525774741559 -2.6819623137361828 1 0
11.053422613596958 -2.681665575098644 1 0
11.053319266026346 -2.6813689013377333 1 0
11.053215732070525 -2.6810722925705734 1 0
11.05311201177037 -2.680775748914261 1 0
11.053008105166825 -2.6804792704858653 1 0
11.052904012300912 -2.680182857402433 1 0
11.052799733213725 -2.679886509780982 1 0
11.052695267946433 -2.679590227738507 1 0
11.052590616540275 -2.679294011391974 1 0
11.05248577903657 -2.6789978608583254 1 0
11.0523807554767 -2.6787017762544765 1 0
11.05227554590213 -2.6784057576973166 1 0
11.052170150354396 -2.6781098053037096 1 0
11.052064568875105 -2.6778139191904926 1 0
11.05195880150594 -2.6775180994744767 1 0
11.051852848288654 -2.677222346272447 1 0
11.051746709265078 -2.676926659701162 1 0
11.051640384477114 -2.6766310398773543 1 0
11.051533873966735 -2.6763354869177296 1 0
11.051427177775992 -2.676040000938968 1 0
11.051320295947006 -2.675744582057722 1 0
11.051213228521974 -2.675449230390619 1 0
11.05110597554316 -2.6751539460542584 1 0
11.05099853705291 -2.6748587291652144 1 0
11.050890913093639 -2.674563579840034 1 0
11.050783103707833 -2.674268498195237 1 0
11.050675108938055 -2.673973484347317 1 0
11.050566928826937 -2.6736785384127417 1 0
11.050458563417191 -2.67338366050795 1 0
11.050350012751595 -2.6730888507493553 1 0
11.050241276873004 -2.672794109253344 1 0
11.050132355824346 -2.6724994361362753 1 0
11.05002324964862 -2.6722048315144815 1 0
11.049913958388897 -2.6719102955042677 1 0
11.04980448208833 -2.6716158282219125 1 0
11.049694820790132 -2.6713214297836667 1 0
11.0495849745376 -2.6710271003057535 1 0
11.049474943374097 -2.6707328399043706 1 0
11.049364727343063 -2.6704386486956864 1 0
11.049254326488008 -2.670144526795844 1 0
11.049143740852518 -2.6698504743209566 1 0
11.04903297048025 -2.669556491387113 1 0
11.048922015414934 -2.6692625781103714 1 0
11.048810875700374 -2.6689687346067656 1 0
11.048699551380446 -2.6686749609922997 1 0
11.048588042499098 -2.6683812573829506 1 0
11.048476349100353 -2.6680876238946682 1 0
11.048364471228307 -2.6677940606433745 1 0
11.048252408927125 -2.6675005677449635 1 0
11.048140162241049 -2.6672071453153015 1 0
11.048027731214392 -2.666913793470227 1 0
11.04791511589154 -2.6666205123255504 1 0
11.04780231631695 -2.666327301997055 1 0
11.047689332535157 -2.666034162600495 1 0
11.047576164590762 -2.6657410942515973 1 0
11.047462812528444 -2.6654480970660615 1 0
11.04734927639295 -2.665155171159557 1 0
11.047235556229106 -2.6648623166477274 1 0
11.047121652081804 -2.664569533646186 1 0
11.047007563996013 -2.6642768222705198 1 0
11.046893292016774 -2.6639841826362862 1 0
11.046778836189196 -2.6636916148590144 1 0
11.046664196558469 -2.663399119054206 1 0
11.046549373169848 -2.663106695337334 1 0
11.046434366068663 -2.662814343823842 1 0
11.046319175300319 -2.6625220646291456 1 0
11.046203800910291 -2.6622298578686325 1 0
11.046088242944126 -2.661937723657661 1 0
11.045972501447446 -2.6616456621115616 1 0
11.045856576465942 -2.661353673345635 1 0
11.04574046804538 -2.661061757475154 1 0
11.0456241762316 -2.6607699146153623 1 0
11.045507701070509 -2.6604781448814747 1 0
11.045391042608092 -2.6601864483886772 1 0
11.045274200890402 -2.6598948252521275 1 0
11.045157175963567 -2.6596032755869534 1 0
11.045039967873786 -2.659311799508254 1 0
11.044922576667332 -2.6590203971311 1 0
11.044805002390548 -2.6587290685705316 1 0
11.044687245089852 -2.6584378139415614 1 0
11.04456930481173 -2.6581466333591717 1 0
11.044451181602748 -2.657855526938316 1 0
11.044332875509534 -2.6575644947939185 1 0
11.044214386578796 -2.657273537040875 1 0
11.04409571485731 -2.6569826537940493 1 0
11.043976860391927 -2.656691845168279 1 0
11.043857823229569 -2.65640111127837 1 0
11.04373860341723 -2.6561104522390995 1 0
11.043619201001974 -2.6558198681652154 1 0
11.043499616030942 -2.6555293591714353 1 0
11.043379848551343 -2.6552389253724478 1 0
11.043259898610458 -2.6549485668829114 1 0
11.043139766255644 -2.6546582838174553 1 0
11.043019451534326 -2.6543680762906785 1 0
11.042898954494001 -2.65407794441715 1 0
11.042778275182242 -2.6537878883114097 1 0
11.04265741364669 -2.6534979080879673 1 0
11.042536369935059 -2.6532080038613017 1 0
11.042415144095134 -2.6529181757458633 1 0
11.042293736174775 -2.652628423856071 1 0
11.042172146221912 -2.652338748306315 1 0
11.042050374284546 -2.6520491492109537 1 0
11.04192842041075 -2.651759626684317 1 0
11.04180628464867 -2.6514701808407035 1 0
11.041683967046524 -2.6511808117943816 1 0
11.0415614676526 -2.65089151965959 1 0
11.041438786515261 -2.650602304550537 1 0
11.041315923682935 -2.650313166581399 1 0
11.041192879204132 -2.650024105866324 1 0
11.041069653127424 -2.649735122519428 1 0
11.040946245501459 -2.649446216654798 1 0
11.040822656374958 -2.6491573883864885 1 0
11.040698885796711 -2.6488686378285244 1 0
11.040574933815583 -2.6485799650949007 1 0
11.040450800480503 -2.64829137029958 1 0
