0 0 1000
488 -196 7 7
-421 -100 9 0
486 -297 7 8
-342 42 6 5
-199 154 7 9
-358 450 3 2
-151 -218 8 9
4 13 1 2
-132 -82 1 9
-236 -226 3 4
83 137 8 4
-72 -371 2 0
235 471 5 0
95 207 9 1
43 333 1 9
7 -175 9 3
427 -275 2 5
466 354 2 7
10 -176 1 2
447 404 4 7
-350 -57 4 0
-226 -222 5 3
-224 -207 6 8
399 -119 1 0
380 288 7 4
16 271 6 5
-226 -182 1 6
-340 446 9 1
-461 490 3 0
-476 329 1 1
-359 309 3 4
-399 -261 6 4
181 -200 6 0
420 -416 3 6
83 69 2 2
415 -436 6 9
311 233 2 4
-255 12 7 8
494 187 6 9
400 -239 6 9
372 -35 2 7
263 344 4 0
-292 -493 9 7
-128 434 6 1
196 124 9 3
240 443 1 4
428 492 3 8
226 -110 2 1
-151 407 5 4
297 -38 6 1
-426 64 7 9
4 216 4 3
338 -139 5 0
262 466 5 9
304 -229 8 9
-449 -39 3 7
180 404 9 1
-462 125 9 0
331 -289 5 7
7 256 6 0
204 -448 5 8
454 257 9 9
289 451 5 2
133 -266 6 0
97 379 7 8
374 -377 5 0
217 -214 7 5
477 -35 9 5
-466 5 2 5
62 -2 8 6
175 388 2 1
-453 474 7 3
-18 432 2 5
-186 -113 6 8
-197 -470 8 7
-2 -124 4 2
192 10 7 3
466 -238 6 1
-138 497 4 1
371 169 1 1
340 -277 6 7
168 -304 5 8
274 105 5 2
-155 192 3 1
-394 155 1 6
381 -6 3 2
424 485 1 8
386 -72 6 2
-76 430 5 7
199 -426 9 5
11 158 8 3
-313 -22 9 7
2 267 2 6
495 -57 9 0
405 -495 5 2
-404 18 1 4
476 -116 3 4
45 -140 7 7
287 164 4 0
206 187 1 0
92 163 9 2
324 -490 1 4
-88 86 7 9
6 -301 4 2
58 160 7 6
-439 -417 1 4
275 412 7 4
3 233 4 6
-91 -69 1 3
478 -219 9 0
60 -198 6 9
-466 332 3 9
138 480 5 1
-12 -183 7 1
-121 -185 6 1
-135 -311 3 2
-78 66 1 7
78 468 2 1
-264 -269 4 1
287 404 4 9
145 -450 9 1
-122 319 4 3
-430 -386 4 4
-475 58 3 6
-348 15 9 3
-374 32 2 8
115 255 8 6
334 383 6 4
-246 -210 5 7
-182 295 1 4
-332 79 2 7
-385 -109 9 8
261 38 2 5
264 -71 5 2
-486 55 8 8
305 370 5 2
134 408 1 7
458 182 1 9
-482 16 9 5
-49 -175 9 7
-160 -473 7 0
117 279 4 3
-471 -358 2 0
-268 -251 5 5
-340 -409 6 8
-96 202 2 7
-102 265 1 0
268 225 9 9
-462 -341 6 6
22 486 3 5
238 -303 4 5
-135 199 4 9
101 214 8 3
78 -343 7 6
269 439 3 4
-273 16 6 0
-391 351 7 6
-71 496 3 1
-472 17 9 5
-488 389 8 2
-467 444 1 9
-407 322 3 2
22 -329 2 2
-186 126 1 1
64 -358 5 1
-285 -329 8 8
443 -234 5 6
-329 -198 6 6
-58 436 8 7
-128 -443 3 0
243 -184 4 8
-160 -491 8 9
487 -151 9 3
-127 -399 3 4
12 271 8 5
-274 -472 4 0
229 244 4 9
-129 252 8 7
-494 444 4 4
-456 89 4 8
-448 127 5 5
-152 275 8 1
91 13 1 9
407 -464 3 9
-473 -350 2 2
10 239 8 6
105 -52 8 8
80 258 7 6
-294 37 1 6
216 260 8 0
107 -167 7 5
-287 38 9 8
-369 -228 7 8
-128 245 6 2
-320 -165 9 6
90 -298 8 5
399 -222 7 4
-260 -407 6 7
28 -321 2 4
-463 -69 3 6
290 -272 1 9
483 -490 9 5
-417 -355 4 4
135 -251 4 2
-376 -363 8 3
-278 286 7 4
137 328 4 3
288 -155 3 3
-373 91 9 0
476 -340 3 8
334 -477 4 7
-428 -184 4 8
-5 -214 5 3
274 306 5 6
290 -467 1 2
30 80 8 2
25 25 7 3
20 197 7 0
178 478 8 4
53 254 3 5
441 -499 8 0
70 257 6 4
289 21 9 3
-391 194 2 9
-331 -361 2 0
481 -65 6 3
-137 -167 1 7
321 202 3 9
131 346 6 7
-274 347 6 1
324 -7 8 7
-150 -154 6 7
-407 -433 9 5
29 -441 4 2
372 -476 3 0
-472 -122 9 8
93 -369 6 0
228 -425 7 1
-390 -483 8 6
-405 150 1 3
-148 9 2 2
135 161 7 5
496 297 6 0
431 318 2 7
203 -383 7 5
475 -319 3 3
289 412 3 1
65 391 5 8
55 -432 2 0
112 -191 9 8
-399 221 5 7
498 -488 7 2
394 -469 7 9
-376 -120 7 5
320 -70 4 1
-186 -24 8 6
467 383 9 3
147 -399 9 8
481 -266 6 1
-326 -65 8 7
351 -37 5 1
-150 433 4 5
-359 309 9 1
-3 -343 6 1
413 -377 8 3
-120 -427 6 0
-425 -145 8 4
461 221 1 8
448 -44 6 3
247 228 9 7
55 485 9 8
255 -328 9 0
34 -240 3 8
304 -379 9 3
448 347 7 0
-337 46 7 9
438 -130 9 9
241 -212 4 7
487 -277 5 8
-222 364 8 6
-219 -409 1 5
-411 88 2 2
381 -348 4 2
3 -428 5 6
-223 -350 2 1
369 -38 6 2
-20 70 7 1
271 129 1 8
358 361 1 8
224 255 2 8
200 -60 7 1
-7 204 3 4
352 -247 3 2
-336 -185 1 4
-341 217 9 4
-470 -254 2 0
474 -287 5 7
42 312 5 2
116 -264 5 5
-164 -403 1 6
-306 -404 8 1
-161 -279 6 1
22 399 6 1
213 424 5 1
179 -68 6 6
122 -324 8 2
-289 -225 1 7
-233 37 2 5
304 -48 8 8
-85 -228 4 6
-41 136 1 3
253 443 1 2
-205 -193 3 0
498 309 2 0
-243 235 8 9
-143 382 6 4
-56 -477 1 8
322 414 4 7
476 -284 2 4
-31 -445 8 1
405 -102 9 9
150 126 7 2
-80 91 1 5
395 -291 3 0
-335 217 4 1
-254 375 5 6
41 239 4 6
14 -311 1 7
27 -339 2 0
-255 435 8 2
83 -32 3 8
291 -221 6 3
-27 -284 5 8
316 414 4 2
-294 36 6 3
10 -334 8 8
200 372 5 7
-22 191 2 5
463 -86 7 6
-260 -381 4 2
-165 -55 4 9
268 -300 9 6
126 102 4 4
158 -438 1 1
-228 -464 7 3
338 308 7 2
-442 -490 3 4
-158 -78 7 7
-370 19 8 8
225 358 2 2
141 250 4 7
98 -146 1 8
-488 11 3 7
68 -179 6 9
295 -98 7 0
303 -375 4 0
-398 -223 5 4
-335 363 7 3
-235 322 6 8
163 -71 3 6
480 367 9 3
358 -84 5 8
-272 311 9 2
-480 467 4 2
-89 -237 1 6
-144 124 7 8
-455 -70 4 0
296 -319 4 1
-207 53 4 5
-194 60 1 9
66 258 4 9
-420 -151 9 0
-449 -30 1 5
314 -452 8 9
165 -307 5 4
-360 -109 3 6
213 -364 8 0
127 110 8 8
-487 324 5 8
-340 -417 2 9
-68 -417 3 7
128 -351 3 1
-123 29 6 0
-52 -301 9 0
-446 -261 5 6
478 -153 9 8
-173 -468 3 7
403 -463 7 6
-136 260 3 1
372 349 7 3
-107 489 9 0
-57 359 3 2
-322 -353 7 8
-261 75 4 8
-412 -397 9 4
-465 381 5 5
314 69 9 5
-254 -490 9 3
66 -75 2 8
-18 380 8 8
423 142 6 6
486 18 6 5
428 -312 3 6
1 -247 8 4
432 -297 7 5
-326 168 7 9
-207 440 6 7
406 375 6 0
-123 -424 5 5
-157 102 4 4
211 -208 4 8
-273 -484 5 3
-122 -5 2 1
-82 -169 1 1
-112 -95 3 2
-147 -476 9 4
184 -105 3 8
99 -278 6 3
477 62 7 6
486 -193 1 4
354 -149 4 9
-220 28 9 7
437 34 1 4
398 -119 2 7
109 367 1 9
65 250 2 3
371 -251 5 1
-285 -323 8 8
314 -328 9 9
351 185 7 8
-56 -403 8 6
449 81 6 6
352 216 1 1
-390 -446 8 7
-495 387 1 4
-444 -344 3 2
-225 38 1 7
-231 -261 9 8
309 420 1 0
-114 96 6 0
-69 -308 7 8
8 149 9 9
20 -317 3 8
-183 -102 2 0
-120 165 4 5
212 -156 8 6
413 419 1 5
332 -49 1 7
407 415 3 2
-16 356 5 5
-449 -435 3 8
101 425 3 2
257 -218 8 2
-301 43 9 3
499 174 5 3
310 146 3 1
37 -435 4 8
81 202 9 1
-467 -61 3 8
-121 -368 1 8
-477 221 8 3
-431 422 6 5
16 -116 5 3
-52 361 4 9
166 61 3 3
-360 220 7 3
-389 -115 6 2
-185 91 9 4
324 79 4 1
-110 -146 2 5
67 -390 9 5
-93 134 9 5
144 -240 1 1
14 -201 2 4
-93 9 6 1
-222 40 1 7
-181 -366 7 9
-260 386 9 3
-431 431 5 0
-453 224 1 9
-76 461 5 4
127 -437 9 4
490 -337 6 5
-218 466 1 8
-486 5 6 8
-32 418 6 9
-226 329 2 3
257 232 9 2
-115 -186 7 2
-347 -281 6 0
-132 241 5 2
62 328 6 6
498 -6 9 8
134 -96 5 5
86 -351 3 6
361 260 7 6
201 211 8 3
407 26 4 2
54 292 1 6
-317 321 6 8
271 -85 7 1
479 -62 8 5
232 12 1 8
455 -53 2 4
204 154 6 7
-120 165 5 9
10 -445 3 2
-316 -168 9 5
454 -50 1 6
-106 33 6 0
148 -417 7 8
-237 481 7 7
431 237 5 4
-101 -334 1 5
1 -291 7 0
229 311 3 9
418 -320 3 5
-169 384 6 3
-356 273 7 0
-173 105 6 3
-118 -100 1 9
92 -499 6 6
-262 386 1 2
483 42 1 6
235 -351 6 7
452 323 8 7
-283 -85 2 7
263 438 4 8
64 320 9 4
36 27 1 3
356 -350 5 7
-188 -399 5 4
-349 493 1 1
-405 -242 4 2
119 151 4 2
334 -383 1 3
-120 182 6 9
235 285 1 3
77 359 6 3
472 104 8 8
-347 -396 8 1
23 -58 1 4
-192 188 2 8
-494 -162 7 5
-470 -209 6 8
-350 -386 4 1
-406 -437 4 7
-301 -380 8 2
98 -433 8 2
173 267 6 4
-473 115 5 2
267 311 1 6
-16 12 4 3
-260 229 2 8
-416 -10 1 3
-375 -182 9 2
241 141 1 9
457 462 1 8
-11 -33 3 3
324 -177 4 1
-126 84 9 1
-254 458 1 4
15 281 7 7
-55 4 5 6
265 92 5 4
245 -357 4 0
89 -256 6 3
175 -376 8 7
-95 458 1 8
335 -213 4 7
212 319 8 6
-132 -224 4 8
330 -304 7 7
414 -125 7 2
-95 -192 9 9
190 2 9 0
-194 -147 3 0
-7 367 4 2
433 167 3 3
137 -395 5 0
-448 316 1 4
-352 -348 8 6
-289 -262 5 5
-432 -373 2 8
-209 -435 2 8
21 266 2 2
400 -128 4 8
-60 249 9 6
119 -90 7 1
315 399 2 1
449 -49 2 4
-262 20 3 5
339 -353 3 9
-410 -403 6 7
226 -96 5 8
-351 490 1 3
-389 214 3 2
-394 211 5 0
415 -95 1 8
-91 37 2 8
-183 -155 6 9
417 -54 4 3
1 -215 5 1
331 281 1 5
142 -307 7 3
-288 -92 9 2
353 -142 7 5
451 -192 9 1
18 56 5 9
377 124 4 4
-137 332 1 2
-334 265 3 3
291 98 4 2
422 169 6 5
-383 -306 1 0
-174 38 6 6
386 -197 5 0
57 310 4 3
-350 61 7 9
-298 -313 2 4
-391 177 4 1
-105 -244 9 9
-325 59 5 1
276 376 5 1
-203 477 7 6
-327 -90 7 2
-342 -342 4 0
-391 -420 8 0
86 476 6 4
-341 416 1 1
-479 362 5 9
91 -371 1 8
-8 -372 1 7
-406 -439 9 5
-108 297 7 2
-273 177 6 4
-23 246 5 6
61 335 9 0
323 232 9 0
467 -219 3 7
227 -95 7 2
327 -475 3 8
143 -142 2 1
384 -179 8 5
346 26 4 5
392 459 8 7
-68 193 5 9
91 42 4 3
-198 37 5 5
-107 140 4 2
355 -417 3 9
-7 233 3 2
42 398 7 1
-2 -305 7 7
71 284 6 3
-395 -167 6 4
-23 -250 3 1
-250 -356 9 1
366 -215 3 1
107 255 4 0
-203 313 2 3
131 405 9 2
-119 -128 9 0
187 199 5 7
-12 -78 6 1
-181 -235 1 5
198 342 1 7
99 359 1 3
215 -464 2 6
34 359 7 7
-468 169 8 3
182 -195 4 6
106 128 1 6
-377 391 6 3
-14 -499 2 3
-21 -48 3 8
345 360 9 8
50 186 6 9
490 146 6 5
54 248 1 9
371 -438 5 4
-458 -149 1 6
-355 205 8 0
329 -316 1 2
377 -173 7 4
172 -453 5 7
-186 25 2 2
47 -154 4 8
-274 234 3 7
-225 79 5 6
-23 475 9 4
270 416 7 9
-140 -225 2 5
-329 -183 5 3
441 46 2 1
-454 -250 3 0
-45 -54 9 3
18 -52 5 0
-106 154 1 6
-390 180 1 1
290 55 9 1
256 -106 4 4
-162 21 3 7
-378 223 3 7
246 487 4 6
286 -124 9 4
-496 275 4 4
370 299 7 3
-323 137 6 0
-120 327 3 1
252 43 5 0
-306 -91 2 0
-139 235 5 1
51 -417 5 0
353 1 8 9
-382 250 4 8
-155 -451 8 6
81 -88 4 5
444 31 4 1
179 -180 9 7
12 -7 8 2
268 -144 4 5
199 8 5 9
-304 -123 9 6
207 41 5 9
456 -344 6 0
-466 -477 4 4
366 228 2 3
-481 -79 8 1
-19 251 9 5
-138 255 6 3
344 -491 8 6
348 -231 7 4
-270 222 1 9
-156 -377 2 9
303 287 1 8
126 4 6 7
-162 312 7 7
-201 -218 1 7
486 110 3 9
-330 -350 9 1
301 -186 1 9
61 2 2 7
-138 -41 7 3
-457 103 3 4
-156 171 2 9
283 -266 8 9
-31 -289 6 1
124 242 3 5
-384 85 1 7
57 -269 8 9
-179 465 8 9
-402 -201 6 4
-72 -88 9 6
178 49 3 3
444 75 9 9
-353 -442 8 5
198 -296 3 9
25 119 8 5
-500 -168 8 4
395 146 6 9
-393 -348 4 1
208 -108 7 6
361 -139 9 3
-60 491 6 6
-359 282 2 2
-273 357 2 6
-50 348 9 6
-191 347 4 6
64 71 2 6
22 -50 7 6
333 -130 6 8
450 191 7 0
-379 106 3 8
179 289 4 5
-242 -42 1 6
311 111 2 5
250 -469 7 1
412 398 3 3
-5 173 3 7
101 302 2 2
436 189 8 5
410 -462 4 2
426 254 6 4
76 248 5 5
370 371 4 6
-355 -457 5 8
-165 -53 2 9
157 -89 7 7
-371 -371 7 6
429 317 4 2
30 -222 4 0
-332 347 9 6
467 366 5 4
380 198 3 8
-117 -274 8 9
218 233 9 8
422 -304 3 3
360 59 3 7
10 -209 3 9
-432 -57 3 8
-223 -52 8 2
445 -327 7 3
-281 19 8 5
-34 232 5 1
-469 51 8 6
93 -215 7 7
305 -425 9 3
-91 363 8 1
425 -56 6 4
381 196 6 3
468 -341 8 3
49 259 3 7
35 374 2 8
134 -303 7 7
186 -318 5 6
369 -171 7 7
-204 224 1 5
169 -242 7 9
472 395 8 3
10
90 -111 100 3
-278 52 20 2
-243 45 180 1
-215 -330 180 7
-353 -320 120 1
335 -211 80 7
153 161 140 0
-137 301 100 2
-461 -147 140 9
-278 -391 140 9
